SalesOrderNumber,SalesOrderLineNumber,ProductKey,ResellerKey,EmployeeKey,PromotionKey,CurrencyKey,SalesTerritoryKey,OrderDateKey,DueDateKey,ShipDateKey,OrderQuantity,UnitPrice,ExtendedAmount,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber
RS40502,6,15,35,13,1,1,2,20240106,20240117,20240111,4,410.41,1641.64,0.0,315.14,1260.56,1641.64,123.12,46.82,TRK810725,RESPO219430
RS40502,5,68,22,10,1,4,6,20251028,20251118,20251101,5,23.53,117.65,0.0,13.97,69.85,117.65,8.82,5.27,TRK991207,RESPO785820
RS40503,1,12,33,10,1,1,2,20250404,20250425,20250408,1,1157.64,1157.64,0.0,897.63,897.63,1157.64,86.82,48.75,TRK532292,RESPO761453
RS40504,6,6,20,15,1,3,5,20250609,20250630,20250612,1,1512.69,1512.69,0.0,1401.2,1401.2,1512.69,113.45,56.0,TRK576327,RESPO267073
RS40504,3,20,26,5,3,1,3,20250717,20250806,20250723,5,2725.25,13626.25,1362.62,2197.87,10989.35,12263.63,919.77,258.58,TRK983370,RESPO652156
RS40505,3,4,21,11,1,4,6,20250612,20250628,20250616,1,1683.4,1683.4,0.0,1307.47,1307.47,1683.4,126.25,55.16,TRK772751,RESPO778267
RS40506,1,36,30,1,1,3,5,20240103,20240121,20240111,1,537.0,537.0,0.0,520.44,520.44,537.0,40.27,16.0,TRK215530,RESPO279820
RS40506,2,52,31,12,1,2,4,20240203,20240219,20240206,8,15.56,124.48,0.0,8.05,64.4,124.48,9.34,4.18,TRK578454,RESPO159578
RS40507,5,54,12,9,3,3,5,20240927,20241010,20241001,20,33.08,661.6,66.16,21.77,435.4,595.44,44.66,14.78,TRK773107,RESPO365375
RS40507,3,67,22,11,3,4,6,20240324,20240412,20240328,12,49.63,595.56,59.56,28.93,347.16,536.0,40.2,11.39,TRK412744,RESPO270190
RS40508,2,28,24,7,1,4,6,20240402,20240416,20240409,5,1800.62,9003.1,0.0,1544.51,7722.55,9003.1,675.23,430.87,TRK360722,RESPO109389
RS40509,4,35,12,15,3,3,5,20240301,20240308,20240305,4,546.42,2185.68,218.57,467.94,1871.76,1967.11,147.53,46.71,TRK890851,RESPO407908
RS40510,6,49,16,11,3,3,5,20241111,20241130,20241119,2,576.65,1153.3,115.33,463.15,926.3,1037.97,77.85,17.1,TRK368269,RESPO625580
RS40510,4,69,6,13,3,1,2,20241012,20241101,20241018,10,23.46,234.6,23.46,14.58,145.8,211.14,15.84,8.19,TRK981223,RESPO634795
RS40511,5,19,35,3,3,1,2,20250806,20250818,20250812,3,2711.94,8135.82,813.58,2212.17,6636.51,7322.24,549.17,225.61,TRK846900,RESPO519499
RS40511,5,20,27,9,1,3,5,20240209,20240228,20240219,2,2725.25,5450.5,0.0,2197.87,4395.74,5450.5,408.79,154.47,TRK527559,RESPO397485
RS40511,6,10,38,5,2,1,3,20250803,20250824,20250807,3,1246.82,3740.46,187.02,874.99,2624.97,3553.44,266.51,154.86,TRK241440,RESPO884853
RS40512,5,33,4,12,1,2,4,20240707,20240716,20240709,5,593.93,2969.65,0.0,507.46,2537.3,2969.65,222.72,61.78,TRK502476,RESPO537206
RS40513,5,10,26,8,2,1,3,20240630,20240716,20240704,5,1246.82,6234.1,311.71,874.99,4374.95,5922.39,444.18,128.04,TRK716549,RESPO873048
RS40514,5,32,39,5,3,1,3,20250503,20250517,20250512,3,568.17,1704.51,170.45,500.36,1501.08,1534.06,115.05,69.46,TRK572844,RESPO740590
RS40515,5,48,12,15,1,3,5,20240909,20240929,20240915,1,496.93,496.93,0.0,452.27,452.27,496.93,37.27,11.89,TRK737543,RESPO952595
RS40516,2,13,16,11,2,3,5,20240713,20240722,20240721,2,417.24,834.48,41.72,301.9,603.8,792.76,59.46,38.97,TRK110321,RESPO130755
RS40516,2,9,1,11,1,3,5,20251105,20251125,20251108,3,1134.86,3404.58,0.0,963.57,2890.71,3404.58,255.34,134.29,TRK930901,RESPO419773
RS40517,2,5,15,8,3,1,3,20240313,20240328,20240322,6,1564.21,9385.26,938.53,1294.67,7768.02,8446.73,633.5,191.07,TRK437009,RESPO259704
RS40518,6,61,35,6,2,1,2,20250707,20250720,20250713,5,36.76,183.8,9.19,22.14,110.7,174.61,13.1,5.28,TRK267529,RESPO878339
RS40519,2,38,9,12,2,2,4,20251026,20251107,20251031,3,1759.17,5277.51,263.88,1457.25,4371.75,5013.63,376.02,101.76,TRK132485,RESPO697927
RS40520,5,55,32,12,3,2,4,20240414,20240427,20240418,15,35.02,525.3,52.53,23.6,354.0,472.77,35.46,17.39,TRK695994,RESPO967469
RS40521,2,5,35,10,1,1,2,20240105,20240122,20240107,4,1564.21,6256.84,0.0,1294.67,5178.68,6256.84,469.26,112.51,TRK570359,RESPO745594
RS40522,6,53,27,1,1,3,5,20241207,20241228,20241213,15,33.96,509.4,0.0,22.5,337.5,509.4,38.2,25.08,TRK990843,RESPO987750
RS40523,1,40,1,9,1,3,5,20240503,20240520,20240508,3,1651.91,4955.73,0.0,1421.92,4265.76,4955.73,371.68,197.63,TRK605583,RESPO792559
RS40524,2,41,40,8,1,1,3,20250523,20250531,20250601,1,1733.34,1733.34,0.0,1425.74,1425.74,1733.34,130.0,55.74,TRK466594,RESPO165126
RS40525,3,54,15,5,3,1,3,20240702,20240722,20240705,15,33.08,496.2,49.62,21.77,326.55,446.58,33.49,21.8,TRK719484,RESPO307907
RS40526,3,62,34,4,1,4,6,20240713,20240802,20240719,8,36.85,294.8,0.0,22.11,176.88,294.8,22.11,7.5,TRK388423,RESPO987754
RS40527,6,37,29,9,1,4,6,20241004,20241019,20241012,5,596.94,2984.7,0.0,471.59,2357.95,2984.7,223.85,96.31,TRK234921,RESPO912087
RS40528,5,41,15,5,2,1,3,20250426,20250504,20250505,1,1733.34,1733.34,86.67,1425.74,1425.74,1646.67,123.5,48.53,TRK760471,RESPO135773
RS40529,3,46,36,5,2,1,3,20251104,20251112,20251110,4,500.88,2003.52,100.18,470.4,1881.6,1903.34,142.75,39.64,TRK468758,RESPO502156
RS40530,3,33,13,3,3,1,2,20250725,20250806,20250804,5,593.93,2969.65,296.97,507.46,2537.3,2672.68,200.45,114.44,TRK878030,RESPO182893
RS40531,5,42,7,12,1,2,4,20250926,20251013,20250929,3,1739.71,5219.13,0.0,1576.33,4728.99,5219.13,391.43,149.97,TRK517722,RESPO149168
RS40531,1,61,32,12,1,2,4,20250824,20250911,20250830,5,36.76,183.8,0.0,22.14,110.7,183.8,13.79,4.34,TRK434425,RESPO426902
RS40531,5,70,8,5,4,4,6,20240911,20240920,20240915,5,26.27,131.35,19.7,13.17,65.85,111.65,8.37,4.04,TRK185390,RESPO943340
RS40531,1,4,35,6,1,1,2,20240613,20240623,20240623,5,1683.4,8417.0,0.0,1307.47,6537.35,8417.0,631.27,352.26,TRK489804,RESPO960637
RS40532,1,52,35,10,4,1,2,20240122,20240131,20240130,20,15.56,311.2,46.68,8.05,161.0,264.52,19.84,10.08,TRK437322,RESPO265096
RS40533,2,44,39,5,1,1,3,20250323,20250410,20250328,4,576.77,2307.08,0.0,461.7,1846.8,2307.08,173.03,91.88,TRK459185,RESPO855848
RS40534,1,17,27,9,3,3,5,20250911,20250926,20250921,1,391.05,391.05,39.11,333.47,333.47,351.94,26.4,17.42,TRK156016,RESPO899106
RS40534,1,63,28,3,2,1,2,20250911,20250927,20250915,15,32.46,486.9,24.34,21.38,320.7,462.56,34.69,15.98,TRK143019,RESPO812506
RS40535,2,12,8,9,3,4,6,20251006,20251014,20251009,6,1157.64,6945.84,694.58,897.63,5385.78,6251.26,468.84,287.56,TRK309392,RESPO813817
RS40536,1,50,10,15,1,3,5,20250704,20250716,20250708,5,27.1,135.5,0.0,13.75,68.75,135.5,10.16,3.34,TRK939219,RESPO518739
RS40536,6,24,16,1,2,3,5,20250216,20250305,20250220,1,1646.67,1646.67,82.33,1464.07,1464.07,1564.34,117.33,25.24,TRK253868,RESPO118968
RS40537,6,29,21,10,2,4,6,20250502,20250513,20250508,4,533.41,2133.64,106.68,503.82,2015.28,2026.96,152.02,64.27,TRK603576,RESPO861695
RS40538,4,69,4,12,3,2,4,20240322,20240409,20240325,20,23.46,469.2,46.92,14.58,291.6,422.28,31.67,12.89,TRK962846,RESPO747586
RS40538,2,44,37,6,1,1,2,20250512,20250601,20250520,5,576.77,2883.85,0.0,461.7,2308.5,2883.85,216.29,124.4,TRK288536,RESPO360253
RS40539,6,49,21,15,1,4,6,20240114,20240129,20240120,1,576.65,576.65,0.0,463.15,463.15,576.65,43.25,11.43,TRK117242,RESPO236042
RS40540,4,63,24,14,3,4,6,20240107,20240114,20240114,15,32.46,486.9,48.69,21.38,320.7,438.21,32.87,9.89,TRK952073,RESPO154351
RS40541,2,31,26,5,1,1,3,20250320,20250407,20250330,4,607.14,2428.56,0.0,496.89,1987.56,2428.56,182.14,106.91,TRK772211,RESPO191991
RS40542,1,35,28,3,1,1,2,20240503,20240519,20240506,5,546.42,2732.1,0.0,467.94,2339.7,2732.1,204.91,42.03,TRK272919,RESPO161553
RS40543,2,4,16,9,1,3,5,20250914,20251003,20250923,3,1683.4,5050.2,0.0,1307.47,3922.41,5050.2,378.76,122.12,TRK893747,RESPO489050
RS40543,4,60,37,14,1,1,2,20240424,20240501,20240426,10,35.89,358.9,0.0,20.78,207.8,358.9,26.92,12.6,TRK753557,RESPO851417
RS40543,4,56,35,3,3,1,2,20250419,20250510,20250425,8,37.4,299.2,29.92,21.17,169.36,269.28,20.2,7.33,TRK793723,RESPO437306
RS40543,3,35,17,14,1,1,2,20241019,20241106,20241025,2,546.42,1092.84,0.0,467.94,935.88,1092.84,81.96,44.97,TRK445377,RESPO336064
RS40544,4,12,33,3,1,1,2,20250728,20250809,20250804,5,1157.64,5788.2,0.0,897.63,4488.15,5788.2,434.11,111.29,TRK655108,RESPO321628
RS40545,6,37,19,12,4,2,4,20240609,20240621,20240613,4,596.94,2387.76,358.16,471.59,1886.36,2029.6,152.22,92.03,TRK229339,RESPO617287
RS40545,4,64,40,5,2,1,3,20250124,20250201,20250201,10,32.57,325.7,16.29,23.51,235.1,309.41,23.21,4.77,TRK981177,RESPO246318
RS40546,4,70,20,15,1,3,5,20241030,20241120,20241107,5,26.27,131.35,0.0,13.17,65.85,131.35,9.85,4.03,TRK116814,RESPO237449
RS40546,6,46,13,3,1,1,2,20240128,20240204,20240131,3,500.88,1502.64,0.0,470.4,1411.2,1502.64,112.7,26.27,TRK562651,RESPO341591
RS40547,1,55,6,13,1,1,2,20240225,20240308,20240229,5,35.02,175.1,0.0,23.6,118.0,175.1,13.13,4.75,TRK287949,RESPO368079
RS40548,6,10,20,9,2,3,5,20241110,20241123,20241116,2,1246.82,2493.64,124.68,874.99,1749.98,2368.96,177.67,72.21,TRK867476,RESPO881543
RS40549,4,28,24,2,3,4,6,20250423,20250501,20250426,6,1800.62,10803.72,1080.37,1544.51,9267.06,9723.35,729.25,344.43,TRK895314,RESPO774219
RS40550,2,69,34,7,4,4,6,20241103,20241116,20241110,12,23.46,281.52,42.23,14.58,174.96,239.29,17.95,10.69,TRK507207,RESPO229032
RS40551,4,31,36,5,2,1,3,20250521,20250603,20250531,3,607.14,1821.42,91.07,496.89,1490.67,1730.35,129.78,41.93,TRK107251,RESPO492435
RS40551,1,7,30,9,4,3,5,20250504,20250519,20250510,2,1098.01,2196.02,329.4,904.22,1808.44,1866.62,140.0,83.37,TRK356230,RESPO997097
RS40552,2,13,1,9,1,3,5,20250103,20250123,20250107,2,417.24,834.48,0.0,301.9,603.8,834.48,62.59,25.15,TRK823730,RESPO840785
RS40553,3,62,39,5,1,1,3,20250802,20250809,20250806,20,36.85,737.0,0.0,22.11,442.2,737.0,55.27,36.81,TRK687906,RESPO239850
RS40553,6,31,21,13,3,4,6,20250416,20250425,20250422,2,607.14,1214.28,121.43,496.89,993.78,1092.85,81.96,30.78,TRK273369,RESPO560635
RS40554,2,31,31,12,2,2,4,20241212,20241229,20241216,2,607.14,1214.28,60.71,496.89,993.78,1153.57,86.52,43.62,TRK122744,RESPO703174
RS40554,5,33,7,12,1,2,4,20240712,20240723,20240718,1,593.93,593.93,0.0,507.46,507.46,593.93,44.54,13.65,TRK245018,RESPO322736
RS40555,6,64,20,1,2,3,5,20240601,20240615,20240608,15,32.57,488.55,24.43,23.51,352.65,464.12,34.81,21.41,TRK959704,RESPO436679
RS40555,3,43,6,10,1,1,2,20250202,20250215,20250205,6,1688.85,10133.1,0.0,1415.45,8492.7,10133.1,759.98,172.42,TRK311539,RESPO677885
RS40555,2,16,15,5,2,1,3,20250206,20250223,20250210,1,407.91,407.91,20.4,321.39,321.39,387.51,29.06,16.51,TRK293257,RESPO911028
RS40555,4,20,28,6,1,1,2,20250423,20250514,20250503,4,2725.25,10901.0,0.0,2197.87,8791.48,10901.0,817.57,246.82,TRK833839,RESPO135410
RS40556,1,52,26,8,1,1,3,20250329,20250408,20250406,20,15.56,311.2,0.0,8.05,161.0,311.2,23.34,4.71,TRK936313,RESPO136231
RS40557,6,41,22,3,1,4,6,20241107,20241127,20241109,5,1733.34,8666.7,0.0,1425.74,7128.7,8666.7,650.0,171.03,TRK771417,RESPO595889
RS40558,3,7,20,9,1,3,5,20251122,20251207,20251126,4,1098.01,4392.04,0.0,904.22,3616.88,4392.04,329.4,165.49,TRK548819,RESPO575469
RS40559,1,18,27,11,3,3,5,20250316,20250326,20250324,5,381.25,1906.25,190.62,312.58,1562.9,1715.63,128.67,75.6,TRK300183,RESPO943946
RS40560,3,46,33,13,3,1,2,20240313,20240329,20240322,3,500.88,1502.64,150.26,470.4,1411.2,1352.38,101.43,33.67,TRK777053,RESPO714673
RS40560,5,14,14,5,2,1,3,20250807,20250825,20250813,5,363.46,1817.3,90.87,290.0,1450.0,1726.43,129.48,66.95,TRK983020,RESPO727212
RS40560,1,33,5,12,2,2,4,20250927,20251017,20251003,1,593.93,593.93,29.7,507.46,507.46,564.23,42.32,26.01,TRK726225,RESPO836310
RS40561,5,19,14,8,1,1,3,20240510,20240521,20240518,4,2711.94,10847.76,0.0,2212.17,8848.68,10847.76,813.58,212.75,TRK206356,RESPO237114
RS40562,3,21,7,12,3,2,4,20240416,20240426,20240422,6,2660.48,15962.88,1596.29,2013.24,12079.44,14366.59,1077.49,381.2,TRK117074,RESPO104282
RS40563,5,24,5,12,2,2,4,20240616,20240701,20240622,4,1646.67,6586.68,329.33,1464.07,5856.28,6257.35,469.3,123.97,TRK621884,RESPO414752
RS40564,5,21,12,11,2,3,5,20250531,20250619,20250610,4,2660.48,10641.92,532.1,2013.24,8052.96,10109.82,758.24,397.95,TRK651923,RESPO248209
RS40565,5,27,9,12,2,2,4,20251026,20251115,20251101,5,1693.38,8466.9,423.35,1624.05,8120.25,8043.55,603.27,256.65,TRK170666,RESPO506777
RS40566,6,7,34,7,1,4,6,20240723,20240804,20240731,6,1098.01,6588.06,0.0,904.22,5425.32,6588.06,494.1,259.75,TRK420809,RESPO590249
RS40567,4,69,37,10,1,1,2,20251126,20251212,20251202,12,23.46,281.52,0.0,14.58,174.96,281.52,21.11,7.42,TRK694929,RESPO912692
RS40568,1,25,25,12,3,2,4,20250331,20250407,20250410,1,1797.15,1797.15,179.72,1485.17,1485.17,1617.43,121.31,32.99,TRK162237,RESPO701809
RS40569,3,54,10,1,1,3,5,20240108,20240126,20240117,12,33.08,396.96,0.0,21.77,261.24,396.96,29.77,7.33,TRK817628,RESPO631174
RS40570,3,36,27,11,2,3,5,20250619,20250710,20250628,4,537.0,2148.0,107.4,520.44,2081.76,2040.6,153.04,98.25,TRK469166,RESPO204727
RS40571,3,33,12,15,1,3,5,20240108,20240123,20240116,4,593.93,2375.72,0.0,507.46,2029.84,2375.72,178.18,39.98,TRK947623,RESPO656746
RS40572,2,38,9,12,1,2,4,20250126,20250204,20250201,3,1759.17,5277.51,0.0,1457.25,4371.75,5277.51,395.81,144.35,TRK417232,RESPO372642
RS40573,5,66,5,12,1,2,4,20240725,20240807,20240727,10,45.36,453.6,0.0,25.09,250.9,453.6,34.02,10.0,TRK637456,RESPO913203
RS40574,2,41,15,8,2,1,3,20250408,20250415,20250414,1,1733.34,1733.34,86.67,1425.74,1425.74,1646.67,123.5,25.85,TRK949231,RESPO380788
RS40575,6,28,10,15,1,3,5,20241206,20241221,20241211,1,1800.62,1800.62,0.0,1544.51,1544.51,1800.62,135.05,73.1,TRK131873,RESPO738282
RS40576,1,9,18,2,2,1,1,20240113,20240202,20240122,3,1134.86,3404.58,170.23,963.57,2890.71,3234.35,242.58,114.61,TRK725346,RESPO608340
RS40577,3,63,37,6,1,1,2,20240605,20240618,20240611,10,32.46,324.6,0.0,21.38,213.8,324.6,24.35,11.18,TRK652208,RESPO113822
RS40578,5,41,20,1,1,3,5,20250121,20250128,20250128,4,1733.34,6933.36,0.0,1425.74,5702.96,6933.36,520.0,286.44,TRK622469,RESPO771319
RS40579,6,33,15,5,2,1,3,20251005,20251018,20251007,3,593.93,1781.79,89.09,507.46,1522.38,1692.7,126.95,70.49,TRK276775,RESPO852067
RS40579,3,33,40,8,2,1,3,20240215,20240307,20240225,2,593.93,1187.86,59.39,507.46,1014.92,1128.47,84.64,48.58,TRK729632,RESPO899755
RS40579,2,43,9,12,3,2,4,20240118,20240125,20240123,5,1688.85,8444.25,844.43,1415.45,7077.25,7599.82,569.99,238.65,TRK201050,RESPO690894
RS40580,1,59,29,8,1,4,6,20250416,20250503,20250422,10,34.14,341.4,0.0,22.49,224.9,341.4,25.6,9.45,TRK169933,RESPO638428
RS40580,2,35,28,14,1,1,2,20240104,20240124,20240111,6,546.42,3278.52,0.0,467.94,2807.64,3278.52,245.89,106.65,TRK924922,RESPO772543
RS40581,2,51,34,12,3,4,6,20241010,20241027,20241015,15,5.31,79.65,7.97,2.07,31.05,71.68,5.38,1.34,TRK276491,RESPO550219
RS40582,4,47,2,12,2,2,4,20241013,20241024,20241023,6,559.21,3355.26,167.76,455.26,2731.56,3187.5,239.06,66.3,TRK319977,RESPO203449
RS40583,6,25,29,12,1,4,6,20240705,20240726,20240708,1,1797.15,1797.15,0.0,1485.17,1485.17,1797.15,134.79,80.01,TRK489577,RESPO196754
RS40583,3,12,34,8,1,4,6,20241028,20241117,20241104,5,1157.64,5788.2,0.0,897.63,4488.15,5788.2,434.11,244.63,TRK690480,RESPO427584
RS40584,4,3,27,15,1,3,5,20250416,20250424,20250425,2,1643.93,3287.86,0.0,1439.58,2879.16,3287.86,246.59,132.74,TRK755017,RESPO627000
RS40585,6,4,38,5,1,1,3,20251126,20251216,20251204,2,1683.4,3366.8,0.0,1307.47,2614.94,3366.8,252.51,148.02,TRK431725,RESPO963944
RS40586,4,70,18,7,1,1,1,20251118,20251202,20251125,20,26.27,525.4,0.0,13.17,263.4,525.4,39.4,24.22,TRK837428,RESPO372095
RS40587,5,57,5,12,1,2,4,20240726,20240810,20240728,12,35.28,423.36,0.0,20.87,250.44,423.36,31.75,15.14,TRK983942,RESPO574410
RS40588,5,60,14,5,2,1,3,20241124,20241205,20241201,10,35.89,358.9,17.95,20.78,207.8,340.95,25.57,11.01,TRK634698,RESPO738084
