Date,Year,Month Number,Month,Month Year,Quarter,Year-Month,Day,Weekday,Weekday Number
2000-12-16,2000,12,Dec,Dec 2000,Q4,2000-12,16,Sat,6
2000-12-17,2000,12,Dec,Dec 2000,Q4,2000-12,17,Sun,7
2000-12-18,2000,12,Dec,Dec 2000,Q4,2000-12,18,Mon,1
2000-12-19,2000,12,Dec,Dec 2000,Q4,2000-12,19,Tue,2
2000-12-20,2000,12,Dec,Dec 2000,Q4,2000-12,20,Wed,3
2000-12-21,2000,12,Dec,Dec 2000,Q4,2000-12,21,Thu,4
2000-12-22,2000,12,Dec,Dec 2000,Q4,2000-12,22,Fri,5
2000-12-23,2000,12,Dec,Dec 2000,Q4,2000-12,23,Sat,6
2000-12-24,2000,12,Dec,Dec 2000,Q4,2000-12,24,Sun,7
2000-12-25,2000,12,Dec,Dec 2000,Q4,2000-12,25,Mon,1
2000-12-26,2000,12,Dec,Dec 2000,Q4,2000-12,26,Tue,2
2000-12-27,2000,12,Dec,Dec 2000,Q4,2000-12,27,Wed,3
2000-12-28,2000,12,Dec,Dec 2000,Q4,2000-12,28,Thu,4
2000-12-29,2000,12,Dec,Dec 2000,Q4,2000-12,29,Fri,5
2000-12-30,2000,12,Dec,Dec 2000,Q4,2000-12,30,Sat,6
2000-12-31,2000,12,Dec,Dec 2000,Q4,2000-12,31,Sun,7
2001-01-01,2001,1,Jan,Jan 2001,Q1,2001-01,1,Mon,1
2001-01-02,2001,1,Jan,Jan 2001,Q1,2001-01,2,Tue,2
2001-01-03,2001,1,Jan,Jan 2001,Q1,2001-01,3,Wed,3
2001-01-04,2001,1,Jan,Jan 2001,Q1,2001-01,4,Thu,4
2001-01-05,2001,1,Jan,Jan 2001,Q1,2001-01,5,Fri,5
2001-01-06,2001,1,Jan,Jan 2001,Q1,2001-01,6,Sat,6
2001-01-07,2001,1,Jan,Jan 2001,Q1,2001-01,7,Sun,7
2001-01-08,2001,1,Jan,Jan 2001,Q1,2001-01,8,Mon,1
2001-01-09,2001,1,Jan,Jan 2001,Q1,2001-01,9,Tue,2
2001-01-10,2001,1,Jan,Jan 2001,Q1,2001-01,10,Wed,3
2001-01-11,2001,1,Jan,Jan 2001,Q1,2001-01,11,Thu,4
2001-01-12,2001,1,Jan,Jan 2001,Q1,2001-01,12,Fri,5
2001-01-13,2001,1,Jan,Jan 2001,Q1,2001-01,13,Sat,6
2001-01-14,2001,1,Jan,Jan 2001,Q1,2001-01,14,Sun,7
2001-01-15,2001,1,Jan,Jan 2001,Q1,2001-01,15,Mon,1
2001-01-16,2001,1,Jan,Jan 2001,Q1,2001-01,16,Tue,2
2001-01-17,2001,1,Jan,Jan 2001,Q1,2001-01,17,Wed,3
2001-01-18,2001,1,Jan,Jan 2001,Q1,2001-01,18,Thu,4
2001-01-19,2001,1,Jan,Jan 2001,Q1,2001-01,19,Fri,5
2001-01-20,2001,1,Jan,Jan 2001,Q1,2001-01,20,Sat,6
2001-01-21,2001,1,Jan,Jan 2001,Q1,2001-01,21,Sun,7
2001-01-22,2001,1,Jan,Jan 2001,Q1,2001-01,22,Mon,1
2001-01-23,2001,1,Jan,Jan 2001,Q1,2001-01,23,Tue,2
2001-01-24,2001,1,Jan,Jan 2001,Q1,2001-01,24,Wed,3
2001-01-25,2001,1,Jan,Jan 2001,Q1,2001-01,25,Thu,4
2001-01-26,2001,1,Jan,Jan 2001,Q1,2001-01,26,Fri,5
2001-01-27,2001,1,Jan,Jan 2001,Q1,2001-01,27,Sat,6
2001-01-28,2001,1,Jan,Jan 2001,Q1,2001-01,28,Sun,7
2001-01-29,2001,1,Jan,Jan 2001,Q1,2001-01,29,Mon,1
2001-01-30,2001,1,Jan,Jan 2001,Q1,2001-01,30,Tue,2
2001-01-31,2001,1,Jan,Jan 2001,Q1,2001-01,31,Wed,3
2001-02-01,2001,2,Feb,Feb 2001,Q1,2001-02,1,Thu,4
2001-02-02,2001,2,Feb,Feb 2001,Q1,2001-02,2,Fri,5
2001-02-03,2001,2,Feb,Feb 2001,Q1,2001-02,3,Sat,6
2001-02-04,2001,2,Feb,Feb 2001,Q1,2001-02,4,Sun,7
2001-02-05,2001,2,Feb,Feb 2001,Q1,2001-02,5,Mon,1
2001-02-06,2001,2,Feb,Feb 2001,Q1,2001-02,6,Tue,2
2001-02-07,2001,2,Feb,Feb 2001,Q1,2001-02,7,Wed,3
2001-02-08,2001,2,Feb,Feb 2001,Q1,2001-02,8,Thu,4
2001-02-09,2001,2,Feb,Feb 2001,Q1,2001-02,9,Fri,5
2001-02-10,2001,2,Feb,Feb 2001,Q1,2001-02,10,Sat,6
2001-02-11,2001,2,Feb,Feb 2001,Q1,2001-02,11,Sun,7
2001-02-12,2001,2,Feb,Feb 2001,Q1,2001-02,12,Mon,1
2001-02-13,2001,2,Feb,Feb 2001,Q1,2001-02,13,Tue,2
2001-02-14,2001,2,Feb,Feb 2001,Q1,2001-02,14,Wed,3
2001-02-15,2001,2,Feb,Feb 2001,Q1,2001-02,15,Thu,4
2001-02-16,2001,2,Feb,Feb 2001,Q1,2001-02,16,Fri,5
2001-02-17,2001,2,Feb,Feb 2001,Q1,2001-02,17,Sat,6
2001-02-18,2001,2,Feb,Feb 2001,Q1,2001-02,18,Sun,7
2001-02-19,2001,2,Feb,Feb 2001,Q1,2001-02,19,Mon,1
2001-02-20,2001,2,Feb,Feb 2001,Q1,2001-02,20,Tue,2
2001-02-21,2001,2,Feb,Feb 2001,Q1,2001-02,21,Wed,3
2001-02-22,2001,2,Feb,Feb 2001,Q1,2001-02,22,Thu,4
2001-02-23,2001,2,Feb,Feb 2001,Q1,2001-02,23,Fri,5
2001-02-24,2001,2,Feb,Feb 2001,Q1,2001-02,24,Sat,6
2001-02-25,2001,2,Feb,Feb 2001,Q1,2001-02,25,Sun,7
2001-02-26,2001,2,Feb,Feb 2001,Q1,2001-02,26,Mon,1
2001-02-27,2001,2,Feb,Feb 2001,Q1,2001-02,27,Tue,2
2001-02-28,2001,2,Feb,Feb 2001,Q1,2001-02,28,Wed,3
2001-03-01,2001,3,Mar,Mar 2001,Q1,2001-03,1,Thu,4
2001-03-02,2001,3,Mar,Mar 2001,Q1,2001-03,2,Fri,5
2001-03-03,2001,3,Mar,Mar 2001,Q1,2001-03,3,Sat,6
2001-03-04,2001,3,Mar,Mar 2001,Q1,2001-03,4,Sun,7
2001-03-05,2001,3,Mar,Mar 2001,Q1,2001-03,5,Mon,1
2001-03-06,2001,3,Mar,Mar 2001,Q1,2001-03,6,Tue,2
2001-03-07,2001,3,Mar,Mar 2001,Q1,2001-03,7,Wed,3
2001-03-08,2001,3,Mar,Mar 2001,Q1,2001-03,8,Thu,4
2001-03-09,2001,3,Mar,Mar 2001,Q1,2001-03,9,Fri,5
2001-03-10,2001,3,Mar,Mar 2001,Q1,2001-03,10,Sat,6
2001-03-11,2001,3,Mar,Mar 2001,Q1,2001-03,11,Sun,7
2001-03-12,2001,3,Mar,Mar 2001,Q1,2001-03,12,Mon,1
2001-03-13,2001,3,Mar,Mar 2001,Q1,2001-03,13,Tue,2
2001-03-14,2001,3,Mar,Mar 2001,Q1,2001-03,14,Wed,3
2001-03-15,2001,3,Mar,Mar 2001,Q1,2001-03,15,Thu,4
2001-03-16,2001,3,Mar,Mar 2001,Q1,2001-03,16,Fri,5
2001-03-17,2001,3,Mar,Mar 2001,Q1,2001-03,17,Sat,6
2001-03-18,2001,3,Mar,Mar 2001,Q1,2001-03,18,Sun,7
2001-03-19,2001,3,Mar,Mar 2001,Q1,2001-03,19,Mon,1
2001-03-20,2001,3,Mar,Mar 2001,Q1,2001-03,20,Tue,2
2001-03-21,2001,3,Mar,Mar 2001,Q1,2001-03,21,Wed,3
2001-03-22,2001,3,Mar,Mar 2001,Q1,2001-03,22,Thu,4
2001-03-23,2001,3,Mar,Mar 2001,Q1,2001-03,23,Fri,5
2001-03-24,2001,3,Mar,Mar 2001,Q1,2001-03,24,Sat,6
2001-03-25,2001,3,Mar,Mar 2001,Q1,2001-03,25,Sun,7
2001-03-26,2001,3,Mar,Mar 2001,Q1,2001-03,26,Mon,1
2001-03-27,2001,3,Mar,Mar 2001,Q1,2001-03,27,Tue,2
2001-03-28,2001,3,Mar,Mar 2001,Q1,2001-03,28,Wed,3
2001-03-29,2001,3,Mar,Mar 2001,Q1,2001-03,29,Thu,4
2001-03-30,2001,3,Mar,Mar 2001,Q1,2001-03,30,Fri,5
2001-03-31,2001,3,Mar,Mar 2001,Q1,2001-03,31,Sat,6
2001-04-01,2001,4,Apr,Apr 2001,Q2,2001-04,1,Sun,7
2001-04-02,2001,4,Apr,Apr 2001,Q2,2001-04,2,Mon,1
2001-04-03,2001,4,Apr,Apr 2001,Q2,2001-04,3,Tue,2
2001-04-04,2001,4,Apr,Apr 2001,Q2,2001-04,4,Wed,3
2001-04-05,2001,4,Apr,Apr 2001,Q2,2001-04,5,Thu,4
2001-04-06,2001,4,Apr,Apr 2001,Q2,2001-04,6,Fri,5
2001-04-07,2001,4,Apr,Apr 2001,Q2,2001-04,7,Sat,6
2001-04-08,2001,4,Apr,Apr 2001,Q2,2001-04,8,Sun,7
2001-04-09,2001,4,Apr,Apr 2001,Q2,2001-04,9,Mon,1
2001-04-10,2001,4,Apr,Apr 2001,Q2,2001-04,10,Tue,2
2001-04-11,2001,4,Apr,Apr 2001,Q2,2001-04,11,Wed,3
2001-04-12,2001,4,Apr,Apr 2001,Q2,2001-04,12,Thu,4
2001-04-13,2001,4,Apr,Apr 2001,Q2,2001-04,13,Fri,5
2001-04-14,2001,4,Apr,Apr 2001,Q2,2001-04,14,Sat,6
2001-04-15,2001,4,Apr,Apr 2001,Q2,2001-04,15,Sun,7
2001-04-16,2001,4,Apr,Apr 2001,Q2,2001-04,16,Mon,1
2001-04-17,2001,4,Apr,Apr 2001,Q2,2001-04,17,Tue,2
2001-04-18,2001,4,Apr,Apr 2001,Q2,2001-04,18,Wed,3
2001-04-19,2001,4,Apr,Apr 2001,Q2,2001-04,19,Thu,4
2001-04-20,2001,4,Apr,Apr 2001,Q2,2001-04,20,Fri,5
2001-04-21,2001,4,Apr,Apr 2001,Q2,2001-04,21,Sat,6
2001-04-22,2001,4,Apr,Apr 2001,Q2,2001-04,22,Sun,7
2001-04-23,2001,4,Apr,Apr 2001,Q2,2001-04,23,Mon,1
2001-04-24,2001,4,Apr,Apr 2001,Q2,2001-04,24,Tue,2
2001-04-25,2001,4,Apr,Apr 2001,Q2,2001-04,25,Wed,3
2001-04-26,2001,4,Apr,Apr 2001,Q2,2001-04,26,Thu,4
2001-04-27,2001,4,Apr,Apr 2001,Q2,2001-04,27,Fri,5
2001-04-28,2001,4,Apr,Apr 2001,Q2,2001-04,28,Sat,6
2001-04-29,2001,4,Apr,Apr 2001,Q2,2001-04,29,Sun,7
2001-04-30,2001,4,Apr,Apr 2001,Q2,2001-04,30,Mon,1
2001-05-01,2001,5,May,May 2001,Q2,2001-05,1,Tue,2
2001-05-02,2001,5,May,May 2001,Q2,2001-05,2,Wed,3
2001-05-03,2001,5,May,May 2001,Q2,2001-05,3,Thu,4
2001-05-04,2001,5,May,May 2001,Q2,2001-05,4,Fri,5
2001-05-05,2001,5,May,May 2001,Q2,2001-05,5,Sat,6
2001-05-06,2001,5,May,May 2001,Q2,2001-05,6,Sun,7
2001-05-07,2001,5,May,May 2001,Q2,2001-05,7,Mon,1
2001-05-08,2001,5,May,May 2001,Q2,2001-05,8,Tue,2
2001-05-09,2001,5,May,May 2001,Q2,2001-05,9,Wed,3
2001-05-10,2001,5,May,May 2001,Q2,2001-05,10,Thu,4
2001-05-11,2001,5,May,May 2001,Q2,2001-05,11,Fri,5
2001-05-12,2001,5,May,May 2001,Q2,2001-05,12,Sat,6
2001-05-13,2001,5,May,May 2001,Q2,2001-05,13,Sun,7
2001-05-14,2001,5,May,May 2001,Q2,2001-05,14,Mon,1
2001-05-15,2001,5,May,May 2001,Q2,2001-05,15,Tue,2
2001-05-16,2001,5,May,May 2001,Q2,2001-05,16,Wed,3
2001-05-17,2001,5,May,May 2001,Q2,2001-05,17,Thu,4
2001-05-18,2001,5,May,May 2001,Q2,2001-05,18,Fri,5
2001-05-19,2001,5,May,May 2001,Q2,2001-05,19,Sat,6
2001-05-20,2001,5,May,May 2001,Q2,2001-05,20,Sun,7
2001-05-21,2001,5,May,May 2001,Q2,2001-05,21,Mon,1
2001-05-22,2001,5,May,May 2001,Q2,2001-05,22,Tue,2
2001-05-23,2001,5,May,May 2001,Q2,2001-05,23,Wed,3
2001-05-24,2001,5,May,May 2001,Q2,2001-05,24,Thu,4
2001-05-25,2001,5,May,May 2001,Q2,2001-05,25,Fri,5
2001-05-26,2001,5,May,May 2001,Q2,2001-05,26,Sat,6
2001-05-27,2001,5,May,May 2001,Q2,2001-05,27,Sun,7
2001-05-28,2001,5,May,May 2001,Q2,2001-05,28,Mon,1
2001-05-29,2001,5,May,May 2001,Q2,2001-05,29,Tue,2
2001-05-30,2001,5,May,May 2001,Q2,2001-05,30,Wed,3
2001-05-31,2001,5,May,May 2001,Q2,2001-05,31,Thu,4
2001-06-01,2001,6,Jun,Jun 2001,Q2,2001-06,1,Fri,5
2001-06-02,2001,6,Jun,Jun 2001,Q2,2001-06,2,Sat,6
2001-06-03,2001,6,Jun,Jun 2001,Q2,2001-06,3,Sun,7
2001-06-04,2001,6,Jun,Jun 2001,Q2,2001-06,4,Mon,1
2001-06-05,2001,6,Jun,Jun 2001,Q2,2001-06,5,Tue,2
2001-06-06,2001,6,Jun,Jun 2001,Q2,2001-06,6,Wed,3
2001-06-07,2001,6,Jun,Jun 2001,Q2,2001-06,7,Thu,4
2001-06-08,2001,6,Jun,Jun 2001,Q2,2001-06,8,Fri,5
2001-06-09,2001,6,Jun,Jun 2001,Q2,2001-06,9,Sat,6
2001-06-10,2001,6,Jun,Jun 2001,Q2,2001-06,10,Sun,7
2001-06-11,2001,6,Jun,Jun 2001,Q2,2001-06,11,Mon,1
2001-06-12,2001,6,Jun,Jun 2001,Q2,2001-06,12,Tue,2
2001-06-13,2001,6,Jun,Jun 2001,Q2,2001-06,13,Wed,3
2001-06-14,2001,6,Jun,Jun 2001,Q2,2001-06,14,Thu,4
2001-06-15,2001,6,Jun,Jun 2001,Q2,2001-06,15,Fri,5
2001-06-16,2001,6,Jun,Jun 2001,Q2,2001-06,16,Sat,6
2001-06-17,2001,6,Jun,Jun 2001,Q2,2001-06,17,Sun,7
2001-06-18,2001,6,Jun,Jun 2001,Q2,2001-06,18,Mon,1
2001-06-19,2001,6,Jun,Jun 2001,Q2,2001-06,19,Tue,2
2001-06-20,2001,6,Jun,Jun 2001,Q2,2001-06,20,Wed,3
2001-06-21,2001,6,Jun,Jun 2001,Q2,2001-06,21,Thu,4
2001-06-22,2001,6,Jun,Jun 2001,Q2,2001-06,22,Fri,5
2001-06-23,2001,6,Jun,Jun 2001,Q2,2001-06,23,Sat,6
2001-06-24,2001,6,Jun,Jun 2001,Q2,2001-06,24,Sun,7
2001-06-25,2001,6,Jun,Jun 2001,Q2,2001-06,25,Mon,1
2001-06-26,2001,6,Jun,Jun 2001,Q2,2001-06,26,Tue,2
2001-06-27,2001,6,Jun,Jun 2001,Q2,2001-06,27,Wed,3
2001-06-28,2001,6,Jun,Jun 2001,Q2,2001-06,28,Thu,4
2001-06-29,2001,6,Jun,Jun 2001,Q2,2001-06,29,Fri,5
2001-06-30,2001,6,Jun,Jun 2001,Q2,2001-06,30,Sat,6
2001-07-01,2001,7,Jul,Jul 2001,Q3,2001-07,1,Sun,7
2001-07-02,2001,7,Jul,Jul 2001,Q3,2001-07,2,Mon,1
2001-07-03,2001,7,Jul,Jul 2001,Q3,2001-07,3,Tue,2
2001-07-04,2001,7,Jul,Jul 2001,Q3,2001-07,4,Wed,3
2001-07-05,2001,7,Jul,Jul 2001,Q3,2001-07,5,Thu,4
2001-07-06,2001,7,Jul,Jul 2001,Q3,2001-07,6,Fri,5
2001-07-07,2001,7,Jul,Jul 2001,Q3,2001-07,7,Sat,6
2001-07-08,2001,7,Jul,Jul 2001,Q3,2001-07,8,Sun,7
2001-07-09,2001,7,Jul,Jul 2001,Q3,2001-07,9,Mon,1
2001-07-10,2001,7,Jul,Jul 2001,Q3,2001-07,10,Tue,2
2001-07-11,2001,7,Jul,Jul 2001,Q3,2001-07,11,Wed,3
2001-07-12,2001,7,Jul,Jul 2001,Q3,2001-07,12,Thu,4
2001-07-13,2001,7,Jul,Jul 2001,Q3,2001-07,13,Fri,5
2001-07-14,2001,7,Jul,Jul 2001,Q3,2001-07,14,Sat,6
2001-07-15,2001,7,Jul,Jul 2001,Q3,2001-07,15,Sun,7
2001-07-16,2001,7,Jul,Jul 2001,Q3,2001-07,16,Mon,1
2001-07-17,2001,7,Jul,Jul 2001,Q3,2001-07,17,Tue,2
2001-07-18,2001,7,Jul,Jul 2001,Q3,2001-07,18,Wed,3
2001-07-19,2001,7,Jul,Jul 2001,Q3,2001-07,19,Thu,4
2001-07-20,2001,7,Jul,Jul 2001,Q3,2001-07,20,Fri,5
2001-07-21,2001,7,Jul,Jul 2001,Q3,2001-07,21,Sat,6
2001-07-22,2001,7,Jul,Jul 2001,Q3,2001-07,22,Sun,7
2001-07-23,2001,7,Jul,Jul 2001,Q3,2001-07,23,Mon,1
2001-07-24,2001,7,Jul,Jul 2001,Q3,2001-07,24,Tue,2
2001-07-25,2001,7,Jul,Jul 2001,Q3,2001-07,25,Wed,3
2001-07-26,2001,7,Jul,Jul 2001,Q3,2001-07,26,Thu,4
2001-07-27,2001,7,Jul,Jul 2001,Q3,2001-07,27,Fri,5
2001-07-28,2001,7,Jul,Jul 2001,Q3,2001-07,28,Sat,6
2001-07-29,2001,7,Jul,Jul 2001,Q3,2001-07,29,Sun,7
2001-07-30,2001,7,Jul,Jul 2001,Q3,2001-07,30,Mon,1
2001-07-31,2001,7,Jul,Jul 2001,Q3,2001-07,31,Tue,2
2001-08-01,2001,8,Aug,Aug 2001,Q3,2001-08,1,Wed,3
2001-08-02,2001,8,Aug,Aug 2001,Q3,2001-08,2,Thu,4
2001-08-03,2001,8,Aug,Aug 2001,Q3,2001-08,3,Fri,5
2001-08-04,2001,8,Aug,Aug 2001,Q3,2001-08,4,Sat,6
2001-08-05,2001,8,Aug,Aug 2001,Q3,2001-08,5,Sun,7
2001-08-06,2001,8,Aug,Aug 2001,Q3,2001-08,6,Mon,1
2001-08-07,2001,8,Aug,Aug 2001,Q3,2001-08,7,Tue,2
2001-08-08,2001,8,Aug,Aug 2001,Q3,2001-08,8,Wed,3
2001-08-09,2001,8,Aug,Aug 2001,Q3,2001-08,9,Thu,4
2001-08-10,2001,8,Aug,Aug 2001,Q3,2001-08,10,Fri,5
2001-08-11,2001,8,Aug,Aug 2001,Q3,2001-08,11,Sat,6
2001-08-12,2001,8,Aug,Aug 2001,Q3,2001-08,12,Sun,7
2001-08-13,2001,8,Aug,Aug 2001,Q3,2001-08,13,Mon,1
2001-08-14,2001,8,Aug,Aug 2001,Q3,2001-08,14,Tue,2
2001-08-15,2001,8,Aug,Aug 2001,Q3,2001-08,15,Wed,3
2001-08-16,2001,8,Aug,Aug 2001,Q3,2001-08,16,Thu,4
2001-08-17,2001,8,Aug,Aug 2001,Q3,2001-08,17,Fri,5
2001-08-18,2001,8,Aug,Aug 2001,Q3,2001-08,18,Sat,6
2001-08-19,2001,8,Aug,Aug 2001,Q3,2001-08,19,Sun,7
2001-08-20,2001,8,Aug,Aug 2001,Q3,2001-08,20,Mon,1
2001-08-21,2001,8,Aug,Aug 2001,Q3,2001-08,21,Tue,2
2001-08-22,2001,8,Aug,Aug 2001,Q3,2001-08,22,Wed,3
2001-08-23,2001,8,Aug,Aug 2001,Q3,2001-08,23,Thu,4
2001-08-24,2001,8,Aug,Aug 2001,Q3,2001-08,24,Fri,5
2001-08-25,2001,8,Aug,Aug 2001,Q3,2001-08,25,Sat,6
2001-08-26,2001,8,Aug,Aug 2001,Q3,2001-08,26,Sun,7
2001-08-27,2001,8,Aug,Aug 2001,Q3,2001-08,27,Mon,1
2001-08-28,2001,8,Aug,Aug 2001,Q3,2001-08,28,Tue,2
2001-08-29,2001,8,Aug,Aug 2001,Q3,2001-08,29,Wed,3
2001-08-30,2001,8,Aug,Aug 2001,Q3,2001-08,30,Thu,4
2001-08-31,2001,8,Aug,Aug 2001,Q3,2001-08,31,Fri,5
2001-09-01,2001,9,Sep,Sep 2001,Q3,2001-09,1,Sat,6
2001-09-02,2001,9,Sep,Sep 2001,Q3,2001-09,2,Sun,7
2001-09-03,2001,9,Sep,Sep 2001,Q3,2001-09,3,Mon,1
2001-09-04,2001,9,Sep,Sep 2001,Q3,2001-09,4,Tue,2
2001-09-05,2001,9,Sep,Sep 2001,Q3,2001-09,5,Wed,3
2001-09-06,2001,9,Sep,Sep 2001,Q3,2001-09,6,Thu,4
2001-09-07,2001,9,Sep,Sep 2001,Q3,2001-09,7,Fri,5
2001-09-08,2001,9,Sep,Sep 2001,Q3,2001-09,8,Sat,6
2001-09-09,2001,9,Sep,Sep 2001,Q3,2001-09,9,Sun,7
2001-09-10,2001,9,Sep,Sep 2001,Q3,2001-09,10,Mon,1
2001-09-11,2001,9,Sep,Sep 2001,Q3,2001-09,11,Tue,2
2001-09-12,2001,9,Sep,Sep 2001,Q3,2001-09,12,Wed,3
2001-09-13,2001,9,Sep,Sep 2001,Q3,2001-09,13,Thu,4
2001-09-14,2001,9,Sep,Sep 2001,Q3,2001-09,14,Fri,5
2001-09-15,2001,9,Sep,Sep 2001,Q3,2001-09,15,Sat,6
2001-09-16,2001,9,Sep,Sep 2001,Q3,2001-09,16,Sun,7
2001-09-17,2001,9,Sep,Sep 2001,Q3,2001-09,17,Mon,1
2001-09-18,2001,9,Sep,Sep 2001,Q3,2001-09,18,Tue,2
2001-09-19,2001,9,Sep,Sep 2001,Q3,2001-09,19,Wed,3
2001-09-20,2001,9,Sep,Sep 2001,Q3,2001-09,20,Thu,4
2001-09-21,2001,9,Sep,Sep 2001,Q3,2001-09,21,Fri,5
2001-09-22,2001,9,Sep,Sep 2001,Q3,2001-09,22,Sat,6
2001-09-23,2001,9,Sep,Sep 2001,Q3,2001-09,23,Sun,7
2001-09-24,2001,9,Sep,Sep 2001,Q3,2001-09,24,Mon,1
2001-09-25,2001,9,Sep,Sep 2001,Q3,2001-09,25,Tue,2
2001-09-26,2001,9,Sep,Sep 2001,Q3,2001-09,26,Wed,3
2001-09-27,2001,9,Sep,Sep 2001,Q3,2001-09,27,Thu,4
2001-09-28,2001,9,Sep,Sep 2001,Q3,2001-09,28,Fri,5
2001-09-29,2001,9,Sep,Sep 2001,Q3,2001-09,29,Sat,6
2001-09-30,2001,9,Sep,Sep 2001,Q3,2001-09,30,Sun,7
2001-10-01,2001,10,Oct,Oct 2001,Q4,2001-10,1,Mon,1
2001-10-02,2001,10,Oct,Oct 2001,Q4,2001-10,2,Tue,2
2001-10-03,2001,10,Oct,Oct 2001,Q4,2001-10,3,Wed,3
2001-10-04,2001,10,Oct,Oct 2001,Q4,2001-10,4,Thu,4
2001-10-05,2001,10,Oct,Oct 2001,Q4,2001-10,5,Fri,5
2001-10-06,2001,10,Oct,Oct 2001,Q4,2001-10,6,Sat,6
2001-10-07,2001,10,Oct,Oct 2001,Q4,2001-10,7,Sun,7
2001-10-08,2001,10,Oct,Oct 2001,Q4,2001-10,8,Mon,1
2001-10-09,2001,10,Oct,Oct 2001,Q4,2001-10,9,Tue,2
2001-10-10,2001,10,Oct,Oct 2001,Q4,2001-10,10,Wed,3
2001-10-11,2001,10,Oct,Oct 2001,Q4,2001-10,11,Thu,4
2001-10-12,2001,10,Oct,Oct 2001,Q4,2001-10,12,Fri,5
2001-10-13,2001,10,Oct,Oct 2001,Q4,2001-10,13,Sat,6
2001-10-14,2001,10,Oct,Oct 2001,Q4,2001-10,14,Sun,7
2001-10-15,2001,10,Oct,Oct 2001,Q4,2001-10,15,Mon,1
2001-10-16,2001,10,Oct,Oct 2001,Q4,2001-10,16,Tue,2
2001-10-17,2001,10,Oct,Oct 2001,Q4,2001-10,17,Wed,3
2001-10-18,2001,10,Oct,Oct 2001,Q4,2001-10,18,Thu,4
2001-10-19,2001,10,Oct,Oct 2001,Q4,2001-10,19,Fri,5
2001-10-20,2001,10,Oct,Oct 2001,Q4,2001-10,20,Sat,6
2001-10-21,2001,10,Oct,Oct 2001,Q4,2001-10,21,Sun,7
2001-10-22,2001,10,Oct,Oct 2001,Q4,2001-10,22,Mon,1
2001-10-23,2001,10,Oct,Oct 2001,Q4,2001-10,23,Tue,2
2001-10-24,2001,10,Oct,Oct 2001,Q4,2001-10,24,Wed,3
2001-10-25,2001,10,Oct,Oct 2001,Q4,2001-10,25,Thu,4
2001-10-26,2001,10,Oct,Oct 2001,Q4,2001-10,26,Fri,5
2001-10-27,2001,10,Oct,Oct 2001,Q4,2001-10,27,Sat,6
2001-10-28,2001,10,Oct,Oct 2001,Q4,2001-10,28,Sun,7
2001-10-29,2001,10,Oct,Oct 2001,Q4,2001-10,29,Mon,1
2001-10-30,2001,10,Oct,Oct 2001,Q4,2001-10,30,Tue,2
2001-10-31,2001,10,Oct,Oct 2001,Q4,2001-10,31,Wed,3
2001-11-01,2001,11,Nov,Nov 2001,Q4,2001-11,1,Thu,4
2001-11-02,2001,11,Nov,Nov 2001,Q4,2001-11,2,Fri,5
2001-11-03,2001,11,Nov,Nov 2001,Q4,2001-11,3,Sat,6
2001-11-04,2001,11,Nov,Nov 2001,Q4,2001-11,4,Sun,7
2001-11-05,2001,11,Nov,Nov 2001,Q4,2001-11,5,Mon,1
2001-11-06,2001,11,Nov,Nov 2001,Q4,2001-11,6,Tue,2
2001-11-07,2001,11,Nov,Nov 2001,Q4,2001-11,7,Wed,3
2001-11-08,2001,11,Nov,Nov 2001,Q4,2001-11,8,Thu,4
2001-11-09,2001,11,Nov,Nov 2001,Q4,2001-11,9,Fri,5
2001-11-10,2001,11,Nov,Nov 2001,Q4,2001-11,10,Sat,6
2001-11-11,2001,11,Nov,Nov 2001,Q4,2001-11,11,Sun,7
2001-11-12,2001,11,Nov,Nov 2001,Q4,2001-11,12,Mon,1
2001-11-13,2001,11,Nov,Nov 2001,Q4,2001-11,13,Tue,2
2001-11-14,2001,11,Nov,Nov 2001,Q4,2001-11,14,Wed,3
2001-11-15,2001,11,Nov,Nov 2001,Q4,2001-11,15,Thu,4
2001-11-16,2001,11,Nov,Nov 2001,Q4,2001-11,16,Fri,5
2001-11-17,2001,11,Nov,Nov 2001,Q4,2001-11,17,Sat,6
2001-11-18,2001,11,Nov,Nov 2001,Q4,2001-11,18,Sun,7
2001-11-19,2001,11,Nov,Nov 2001,Q4,2001-11,19,Mon,1
2001-11-20,2001,11,Nov,Nov 2001,Q4,2001-11,20,Tue,2
2001-11-21,2001,11,Nov,Nov 2001,Q4,2001-11,21,Wed,3
2001-11-22,2001,11,Nov,Nov 2001,Q4,2001-11,22,Thu,4
2001-11-23,2001,11,Nov,Nov 2001,Q4,2001-11,23,Fri,5
2001-11-24,2001,11,Nov,Nov 2001,Q4,2001-11,24,Sat,6
2001-11-25,2001,11,Nov,Nov 2001,Q4,2001-11,25,Sun,7
2001-11-26,2001,11,Nov,Nov 2001,Q4,2001-11,26,Mon,1
2001-11-27,2001,11,Nov,Nov 2001,Q4,2001-11,27,Tue,2
2001-11-28,2001,11,Nov,Nov 2001,Q4,2001-11,28,Wed,3
2001-11-29,2001,11,Nov,Nov 2001,Q4,2001-11,29,Thu,4
2001-11-30,2001,11,Nov,Nov 2001,Q4,2001-11,30,Fri,5
2001-12-01,2001,12,Dec,Dec 2001,Q4,2001-12,1,Sat,6
