SalesOrderNumber,SalesOrderLineNumber,ProductKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,OrderDateKey,DueDateKey,ShipDateKey,OrderQuantity,UnitPrice,ExtendedAmount,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber
SO10456,2,63,32,1,1,3,20241020,20241029,20241024,1,45.08,45.08,0.0,21.38,21.38,45.08,3.72,1.61,TRK562241,PO484546
SO10456,1,41,132,1,1,3,20250227,20250309,20250302,1,2407.41,2407.41,0.0,1425.74,1425.74,2407.41,198.61,87.44,TRK750760,PO775143
SO10457,4,32,15,3,2,4,20240109,20240114,20240116,3,789.13,2367.39,236.74,500.36,1501.08,2130.65,175.78,28.04,TRK995304,PO176523
SO10457,4,50,58,1,2,4,20241223,20250102,20241227,3,37.64,112.92,0.0,13.75,41.25,112.92,9.32,3.31,TRK214419,PO189991
SO10458,4,14,47,2,2,4,20240723,20240801,20240726,2,504.81,1009.62,50.48,290.0,580.0,959.14,79.13,11.45,TRK322964,PO836405
SO10459,1,15,122,1,1,2,20250712,20250717,20250716,1,570.02,570.02,0.0,315.14,315.14,570.02,47.03,8.19,TRK730275,PO911813
SO10460,4,8,98,2,1,3,20250429,20250505,20250430,1,1689.57,1689.57,84.48,956.83,956.83,1605.09,132.42,26.23,TRK382956,PO364315
SO10461,4,11,46,1,2,4,20250218,20250222,20250221,1,1730.74,1730.74,0.0,980.12,980.12,1730.74,142.79,62.68,TRK650269,PO324505
SO10462,4,24,67,1,4,6,20250314,20250322,20250321,1,2287.04,2287.04,0.0,1464.07,1464.07,2287.04,188.68,43.24,TRK605020,PO598597
SO10462,2,21,138,1,4,6,20250807,20250816,20250814,3,3695.11,11085.33,0.0,2013.24,6039.72,11085.33,914.54,114.16,TRK181588,PO857830
SO10462,4,19,149,1,3,5,20241120,20241123,20241122,1,3766.58,3766.58,0.0,2212.17,2212.17,3766.58,310.74,138.97,TRK431777,PO219125
SO10462,1,34,105,2,1,2,20250406,20250411,20250412,2,748.1,1496.2,74.81,449.62,899.24,1421.39,117.26,33.37,TRK138258,PO329242
SO10462,1,54,49,1,4,6,20240619,20240628,20240621,5,45.95,229.75,0.0,21.77,108.85,229.75,18.95,4.7,TRK488241,PO953309
SO10462,4,3,94,3,4,6,20250529,20250602,20250604,1,2283.24,2283.24,228.32,1439.58,1439.58,2054.92,169.53,51.32,TRK530321,PO468814
SO10463,2,70,91,1,2,4,20241209,20241213,20241211,3,36.49,109.47,0.0,13.17,39.51,109.47,9.03,2.6,TRK669128,PO557049
SO10463,1,37,98,1,1,3,20250323,20250330,20250329,3,829.09,2487.27,0.0,471.59,1414.77,2487.27,205.2,71.16,TRK191876,PO945089
SO10464,1,12,27,1,4,6,20250225,20250301,20250301,3,1607.83,4823.49,0.0,897.63,2692.89,4823.49,397.94,156.76,TRK764299,PO565676
SO10465,1,5,129,1,4,6,20250306,20250312,20250308,3,2172.52,6517.56,0.0,1294.67,3884.01,6517.56,537.7,217.08,TRK305059,PO997940
SO10465,4,16,121,4,4,6,20250420,20250429,20250427,1,566.54,566.54,84.98,321.39,321.39,481.56,39.73,14.13,TRK107974,PO492842
SO10465,4,65,58,1,2,4,20251105,20251112,20251108,2,68.94,137.88,0.0,28.43,56.86,137.88,11.38,4.85,TRK806007,PO353288
SO10465,3,54,2,1,2,4,20240606,20240614,20240613,1,45.95,45.95,0.0,21.77,21.77,45.95,3.79,1.59,TRK451367,PO278688
SO10465,4,56,147,1,4,6,20250204,20250210,20250209,2,51.95,103.9,0.0,21.17,42.34,103.9,8.57,3.05,TRK235130,PO767181
SO10465,2,23,100,3,1,2,20250613,20250618,20250617,2,2278.75,4557.5,455.75,1453.1,2906.2,4101.75,338.39,69.44,TRK628751,PO224122
SO10466,4,51,148,3,2,4,20250720,20250725,20250723,5,7.37,36.85,3.69,2.07,10.35,33.16,2.74,0.53,TRK112098,PO759443
SO10467,4,4,40,2,3,5,20240321,20240330,20240322,2,2338.05,4676.1,233.81,1307.47,2614.94,4442.29,366.49,143.35,TRK765282,PO762177
SO10468,4,24,92,1,3,5,20240815,20240822,20240817,1,2287.04,2287.04,0.0,1464.07,1464.07,2287.04,188.68,59.61,TRK907814,PO373132
SO10468,1,36,14,3,1,3,20251004,20251007,20251010,1,745.84,745.84,74.58,520.44,520.44,671.26,55.38,26.54,TRK581430,PO724840
SO10469,2,14,32,1,1,3,20240703,20240707,20240704,1,504.81,504.81,0.0,290.0,290.0,504.81,41.65,12.53,TRK509783,PO205561
SO10470,3,3,126,1,1,2,20251002,20251006,20251004,2,2283.24,4566.48,0.0,1439.58,2879.16,4566.48,376.73,139.83,TRK764327,PO572780
SO10470,4,24,42,1,3,5,20240701,20240704,20240702,1,2287.04,2287.04,0.0,1464.07,1464.07,2287.04,188.68,89.83,TRK743830,PO729138
SO10471,2,1,140,1,4,6,20240917,20240921,20240919,1,2249.08,2249.08,0.0,1293.6,1293.6,2249.08,185.55,63.39,TRK326813,PO482615
SO10472,3,28,30,1,2,4,20240813,20240817,20240819,1,2500.86,2500.86,0.0,1544.51,1544.51,2500.86,206.32,76.9,TRK604967,PO308915
SO10473,4,45,24,1,4,6,20241028,20241107,20241103,3,693.43,2080.29,0.0,427.6,1282.8,2080.29,171.62,71.29,TRK302432,PO362241
SO10473,3,26,45,3,1,2,20241014,20241023,20241015,3,2392.26,7176.78,717.68,1447.45,4342.35,6459.1,532.88,177.69,TRK273699,PO932673
SO10474,4,63,53,3,1,1,20250309,20250316,20250316,3,45.08,135.24,13.52,21.38,64.14,121.72,10.04,2.38,TRK550167,PO309422
SO10474,3,46,146,3,1,1,20240306,20240316,20240308,1,695.66,695.66,69.57,470.4,470.4,626.09,51.65,22.97,TRK715377,PO529715
SO10474,3,68,76,1,1,2,20240427,20240502,20240504,2,32.68,65.36,0.0,13.97,27.94,65.36,5.39,1.29,TRK357234,PO176168
SO10475,3,48,56,1,1,2,20241117,20241121,20241118,1,690.18,690.18,0.0,452.27,452.27,690.18,56.94,13.5,TRK324156,PO587982
SO10476,3,42,146,1,1,1,20250129,20250205,20250203,1,2416.26,2416.26,0.0,1576.33,1576.33,2416.26,199.34,39.54,TRK851058,PO737433
SO10476,4,54,20,2,1,3,20241121,20241129,20241123,5,45.95,229.75,11.49,21.77,108.85,218.26,18.01,3.47,TRK149064,PO387745
SO10477,3,16,108,1,2,4,20250907,20250915,20250912,1,566.54,566.54,0.0,321.39,321.39,566.54,46.74,12.17,TRK118702,PO774933
SO10478,1,1,148,1,2,4,20250216,20250219,20250221,2,2249.08,4498.16,0.0,1293.6,2587.2,4498.16,371.1,168.87,TRK172827,PO592718
SO10478,4,54,25,1,4,6,20241120,20241128,20241124,5,45.95,229.75,0.0,21.77,108.85,229.75,18.95,2.85,TRK742064,PO149359
SO10479,1,39,101,4,1,2,20250520,20250524,20250527,3,2542.13,7626.39,1143.96,1472.24,4416.72,6482.43,534.8,137.54,TRK334896,PO150157
SO10479,3,18,3,4,1,1,20250322,20250328,20250324,1,529.51,529.51,79.43,312.58,312.58,450.08,37.13,5.69,TRK955792,PO663670
SO10480,3,7,2,3,2,4,20240214,20240218,20240215,1,1525.01,1525.01,152.5,904.22,904.22,1372.51,113.23,52.72,TRK821338,PO742515
SO10480,4,35,98,1,1,3,20240521,20240531,20240522,3,758.91,2276.73,0.0,467.94,1403.82,2276.73,187.83,31.39,TRK767841,PO568482
SO10480,2,67,32,1,1,3,20250504,20250514,20250507,4,68.93,275.72,0.0,28.93,115.72,275.72,22.75,5.42,TRK196258,PO376626
SO10480,1,11,76,1,1,2,20240905,20240911,20240911,1,1730.74,1730.74,0.0,980.12,980.12,1730.74,142.79,21.36,TRK322796,PO113765
SO10480,3,60,56,1,1,2,20240417,20240425,20240419,3,49.85,149.55,0.0,20.78,62.34,149.55,12.34,5.15,TRK897429,PO426972
SO10481,2,20,117,1,3,5,20240513,20240519,20240516,2,3785.07,7570.14,0.0,2197.87,4395.74,7570.14,624.54,163.27,TRK917911,PO519645
SO10482,1,9,49,1,4,6,20241110,20241114,20241112,1,1576.2,1576.2,0.0,963.57,963.57,1576.2,130.04,37.56,TRK352248,PO117393
SO10482,1,24,118,1,4,6,20251108,20251118,20251111,1,2287.04,2287.04,0.0,1464.07,1464.07,2287.04,188.68,41.09,TRK471643,PO552432
SO10483,1,20,55,1,1,2,20250604,20250612,20250605,2,3785.07,7570.14,0.0,2197.87,4395.74,7570.14,624.54,175.93,TRK780129,PO501103
SO10484,1,25,109,1,4,6,20240629,20240706,20240704,1,2496.04,2496.04,0.0,1485.17,1485.17,2496.04,205.92,70.45,TRK814248,PO152294
SO10485,2,15,64,1,3,5,20240206,20240213,20240208,1,570.02,570.02,0.0,315.14,315.14,570.02,47.03,6.83,TRK750348,PO833491
SO10486,3,51,104,1,2,4,20241001,20241011,20241003,3,7.37,22.11,0.0,2.07,6.21,22.11,1.82,0.33,TRK840140,PO725279
SO10486,2,1,74,1,3,5,20250929,20251009,20251005,1,2249.08,2249.08,0.0,1293.6,1293.6,2249.08,185.55,43.09,TRK278501,PO430419
SO10487,1,22,18,1,3,5,20250411,20250416,20250412,1,3422.23,3422.23,0.0,2097.84,2097.84,3422.23,282.33,102.6,TRK286138,PO376648
SO10488,2,22,20,2,1,3,20240110,20240118,20240114,3,3422.23,10266.69,513.33,2097.84,6293.52,9753.36,804.65,268.17,TRK595523,PO214699
SO10488,1,3,12,1,1,3,20241024,20241030,20241029,2,2283.24,4566.48,0.0,1439.58,2879.16,4566.48,376.73,114.59,TRK204849,PO419398
SO10489,1,58,86,2,1,1,20250712,20250719,20250718,3,52.24,156.72,7.84,23.3,69.9,148.88,12.28,3.66,TRK967958,PO469755
SO10490,1,43,78,2,1,3,20250902,20250912,20250903,2,2345.63,4691.26,234.56,1415.45,2830.9,4456.7,367.68,80.66,TRK255084,PO530250
SO10491,4,19,57,1,3,5,20240907,20240916,20240910,1,3766.58,3766.58,0.0,2212.17,2212.17,3766.58,310.74,60.98,TRK769760,PO213174
SO10492,3,70,71,4,4,6,20250623,20250628,20250626,3,36.49,109.47,16.42,13.17,39.51,93.05,7.68,3.47,TRK510020,PO717766
SO10493,4,36,107,1,4,6,20250816,20250824,20250823,1,745.84,745.84,0.0,520.44,520.44,745.84,61.53,21.16,TRK694188,PO931023
SO10494,3,37,89,4,4,6,20250525,20250530,20250529,1,829.09,829.09,124.36,471.59,471.59,704.73,58.14,21.44,TRK754096,PO685253
SO10495,1,39,42,1,3,5,20241028,20241031,20241101,2,2542.13,5084.26,0.0,1472.24,2944.48,5084.26,419.45,57.09,TRK155777,PO612089
SO10495,2,1,79,1,1,3,20240101,20240104,20240104,2,2249.08,4498.16,0.0,1293.6,2587.2,4498.16,371.1,63.57,TRK190181,PO847841
SO10496,3,19,70,1,1,1,20250822,20250826,20250825,3,3766.58,11299.74,0.0,2212.17,6636.51,11299.74,932.23,187.19,TRK360810,PO951138
SO10497,4,55,99,4,2,4,20240410,20240417,20240413,3,48.64,145.92,21.89,23.6,70.8,124.03,10.23,3.46,TRK811902,PO438144
SO10498,1,18,149,2,3,5,20240913,20240918,20240917,3,529.51,1588.53,79.43,312.58,937.74,1509.1,124.5,40.19,TRK411777,PO694191
SO10498,3,70,119,1,1,2,20250323,20250327,20250325,2,36.49,72.98,0.0,13.17,26.34,72.98,6.02,1.88,TRK591130,PO471399
SO10498,1,60,110,4,1,3,20250417,20250420,20250422,3,49.85,149.55,22.43,20.78,62.34,127.12,10.49,1.37,TRK892572,PO247414
SO10499,4,32,78,1,1,3,20240510,20240517,20240511,2,789.13,1578.26,0.0,500.36,1000.72,1578.26,130.21,51.55,TRK802629,PO106242
SO10500,3,67,119,3,1,2,20240327,20240330,20240330,3,68.93,206.79,20.68,28.93,86.79,186.11,15.35,6.49,TRK723210,PO202130
SO10501,1,62,75,1,2,4,20240303,20240307,20240309,5,51.18,255.9,0.0,22.11,110.55,255.9,21.11,7.05,TRK835652,PO315025
SO10502,2,19,133,2,1,1,20250522,20250527,20250524,2,3766.58,7533.16,376.66,2212.17,4424.34,7156.5,590.41,263.73,TRK415508,PO758756
SO10503,1,1,80,1,4,6,20240724,20240728,20240725,2,2249.08,4498.16,0.0,1293.6,2587.2,4498.16,371.1,44.99,TRK645073,PO201568
SO10504,4,27,64,1,3,5,20250601,20250611,20250605,1,2351.92,2351.92,0.0,1624.05,1624.05,2351.92,194.03,27.45,TRK607216,PO292984
SO10505,2,70,61,3,4,6,20251128,20251208,20251205,2,36.49,72.98,7.3,13.17,26.34,65.68,5.42,1.95,TRK767101,PO122709
SO10506,1,19,48,1,1,3,20240623,20240629,20240627,3,3766.58,11299.74,0.0,2212.17,6636.51,11299.74,932.23,275.87,TRK717363,PO616910
SO10507,3,36,95,1,3,5,20240419,20240429,20240423,2,745.84,1491.68,0.0,520.44,1040.88,1491.68,123.06,51.32,TRK579285,PO225961
SO10508,2,50,145,1,1,3,20240204,20240214,20240205,1,37.64,37.64,0.0,13.75,13.75,37.64,3.11,1.4,TRK590636,PO858188
SO10509,1,36,118,4,4,6,20250101,20250107,20250104,1,745.84,745.84,111.88,520.44,520.44,633.96,52.3,23.51,TRK282973,PO787781
SO10510,3,46,39,2,3,5,20241213,20241223,20241219,3,695.66,2086.98,104.35,470.4,1411.2,1982.63,163.57,70.9,TRK513064,PO171523
SO10511,3,49,124,1,2,4,20240703,20240710,20240705,2,800.9,1601.8,0.0,463.15,926.3,1601.8,132.15,49.55,TRK712885,PO747469
SO10512,4,9,104,1,2,4,20240611,20240617,20240612,1,1576.2,1576.2,0.0,963.57,963.57,1576.2,130.04,47.22,TRK439381,PO896822
SO10512,1,31,60,3,4,6,20240627,20240706,20240704,1,843.25,843.25,84.33,496.89,496.89,758.92,62.61,29.75,TRK741627,PO362651
SO10512,4,5,30,1,2,4,20250118,20250121,20250120,3,2172.52,6517.56,0.0,1294.67,3884.01,6517.56,537.7,127.97,TRK239687,PO768357
SO10513,2,26,147,1,4,6,20250324,20250331,20250326,1,2392.26,2392.26,0.0,1447.45,1447.45,2392.26,197.36,38.36,TRK190196,PO710384
SO10514,1,13,7,1,1,1,20240523,20240526,20240526,1,579.5,579.5,0.0,301.9,301.9,579.5,47.81,19.26,TRK457261,PO294305
SO10515,2,64,136,3,1,1,20250807,20250817,20250812,2,45.23,90.46,9.05,23.51,47.02,81.41,6.72,1.67,TRK940534,PO170416
SO10516,1,55,113,1,1,3,20240313,20240317,20240315,5,48.64,243.2,0.0,23.6,118.0,243.2,20.06,8.14,TRK622937,PO341773
SO10517,2,70,14,1,1,3,20241023,20241030,20241027,2,36.49,72.98,0.0,13.17,26.34,72.98,6.02,2.27,TRK402062,PO178409
SO10518,1,31,137,3,2,4,20250527,20250603,20250531,2,843.25,1686.5,168.65,496.89,993.78,1517.85,125.22,43.35,TRK711081,PO593856
SO10519,2,4,68,1,3,5,20240924,20240930,20240927,1,2338.05,2338.05,0.0,1307.47,1307.47,2338.05,192.89,85.67,TRK673662,PO956437
SO10519,1,8,85,1,2,4,20250731,20250803,20250803,1,1689.57,1689.57,0.0,956.83,956.83,1689.57,139.39,66.62,TRK678211,PO602028
SO10520,4,35,34,1,2,4,20240206,20240216,20240211,3,758.91,2276.73,0.0,467.94,1403.82,2276.73,187.83,38.15,TRK418157,PO919506
SO10521,4,3,59,1,3,5,20240719,20240728,20240725,1,2283.24,2283.24,0.0,1439.58,1439.58,2283.24,188.37,69.66,TRK154673,PO505929
SO10521,3,17,97,2,1,1,20250716,20250721,20250717,2,543.13,1086.26,54.31,333.47,666.94,1031.95,85.14,23.88,TRK468877,PO303052
SO10521,1,56,88,1,1,2,20240404,20240407,20240406,1,51.95,51.95,0.0,21.17,21.17,51.95,4.29,1.16,TRK940713,PO115622
SO10522,2,8,64,1,3,5,20250325,20250330,20250328,1,1689.57,1689.57,0.0,956.83,956.83,1689.57,139.39,19.11,TRK406616,PO236017
SO10523,3,62,102,1,3,5,20240319,20240323,20240322,5,51.18,255.9,0.0,22.11,110.55,255.9,21.11,9.76,TRK330987,PO565087
SO10524,1,47,78,1,1,3,20251031,20251106,20251105,2,776.68,1553.36,0.0,455.26,910.52,1553.36,128.15,57.15,TRK156620,PO463473
SO10525,3,63,106,1,2,4,20240520,20240526,20240523,2,45.08,90.16,0.0,21.38,42.76,90.16,7.44,2.91,TRK860124,PO956036
SO10525,3,5,37,1,2,4,20251027,20251106,20251028,1,2172.52,2172.52,0.0,1294.67,1294.67,2172.52,179.23,23.11,TRK391469,PO716814
SO10526,4,39,99,1,2,4,20250916,20250925,20250920,1,2542.13,2542.13,0.0,1472.24,1472.24,2542.13,209.73,26.86,TRK146573,PO335351
SO10527,3,49,53,1,1,1,20250629,20250702,20250705,1,800.9,800.9,0.0,463.15,463.15,800.9,66.07,15.34,TRK127254,PO738309
SO10528,4,34,87,1,1,2,20240129,20240206,20240204,2,748.1,1496.2,0.0,449.62,899.24,1496.2,123.44,52.18,TRK920628,PO864649
SO10529,4,14,15,1,2,4,20251125,20251202,20251202,2,504.81,1009.62,0.0,290.0,580.0,1009.62,83.29,40.11,TRK700417,PO854157
SO10530,1,67,146,1,1,1,20250125,20250204,20250131,2,68.93,137.86,0.0,28.93,57.86,137.86,11.37,5.48,TRK394335,PO938429
SO10531,3,11,71,2,4,6,20241029,20241106,20241103,1,1730.74,1730.74,86.54,980.12,980.12,1644.2,135.65,35.91,TRK381802,PO791252
SO10532,4,2,65,1,2,4,20251107,20251115,20251114,1,2120.81,2120.81,0.0,1338.0,1338.0,2120.81,174.97,38.04,TRK118105,PO561278
SO10532,3,60,3,4,1,1,20250506,20250512,20250510,1,49.85,49.85,7.48,20.78,20.78,42.37,3.5,0.5,TRK739975,PO678235
SO10533,2,9,81,1,1,1,20241009,20241016,20241016,2,1576.2,3152.4,0.0,963.57,1927.14,3152.4,260.07,78.33,TRK254037,PO747966
SO10534,2,30,13,1,1,1,20240707,20240717,20240712,1,739.88,739.88,0.0,476.63,476.63,739.88,61.04,14.44,TRK163766,PO849259
SO10535,4,33,67,1,4,6,20241227,20241230,20250101,1,824.9,824.9,0.0,507.46,507.46,824.9,68.05,14.06,TRK218680,PO635859
SO10535,2,31,20,1,1,3,20250115,20250124,20250116,1,843.25,843.25,0.0,496.89,496.89,843.25,69.57,24.67,TRK125894,PO442402
SO10536,1,43,93,3,1,2,20250118,20250128,20250121,2,2345.63,4691.26,469.13,1415.45,2830.9,4222.13,348.33,121.0,TRK405002,PO257352
SO10537,2,14,7,1,1,1,20241116,20241124,20241118,2,504.81,1009.62,0.0,290.0,580.0,1009.62,83.29,21.57,TRK499601,PO899656
SO10537,1,10,21,1,4,6,20250811,20250820,20250816,1,1731.69,1731.69,0.0,874.99,874.99,1731.69,142.86,55.4,TRK736592,PO595273
SO10537,3,67,135,1,1,1,20240718,20240725,20240720,3,68.93,206.79,0.0,28.93,86.79,206.79,17.06,4.11,TRK342106,PO577963
SO10538,3,15,81,1,1,1,20250223,20250303,20250224,3,570.02,1710.06,0.0,315.14,945.42,1710.06,141.08,35.16,TRK785066,PO607672
SO10538,2,58,59,1,3,5,20240508,20240514,20240515,3,52.24,156.72,0.0,23.3,69.9,156.72,12.93,5.84,TRK734960,PO372922
SO10539,2,44,74,1,3,5,20250222,20250303,20250227,1,801.07,801.07,0.0,461.7,461.7,801.07,66.09,31.64,TRK288655,PO576126
SO10539,4,22,4,1,3,5,20250721,20250731,20250727,1,3422.23,3422.23,0.0,2097.84,2097.84,3422.23,282.33,44.59,TRK125093,PO823566
SO10540,2,10,43,1,4,6,20250626,20250705,20250630,1,1731.69,1731.69,0.0,874.99,874.99,1731.69,142.86,35.73,TRK846568,PO407643
SO10540,3,44,31,1,2,4,20250923,20250927,20250929,1,801.07,801.07,0.0,461.7,461.7,801.07,66.09,9.1,TRK570700,PO528736
SO10540,1,56,116,2,1,3,20240517,20240522,20240523,2,51.95,103.9,5.2,21.17,42.34,98.7,8.14,3.25,TRK259652,PO108161
SO10541,3,59,95,1,3,5,20240629,20240706,20240706,3,47.42,142.26,0.0,22.49,67.47,142.26,11.74,1.84,TRK150633,PO691534
SO10541,2,68,133,1,1,1,20250312,20250319,20250315,4,32.68,130.72,0.0,13.97,55.88,130.72,10.78,2.81,TRK143971,PO953527
SO10542,3,56,54,1,1,3,20250922,20250930,20250923,4,51.95,207.8,0.0,21.17,84.68,207.8,17.14,4.24,TRK387150,PO610274
SO10543,2,29,113,1,1,3,20240922,20240926,20240924,1,740.85,740.85,0.0,503.82,503.82,740.85,61.12,22.22,TRK678985,PO979535
SO10543,3,22,131,1,1,1,20240210,20240216,20240211,1,3422.23,3422.23,0.0,2097.84,2097.84,3422.23,282.33,84.36,TRK313008,PO395528
SO10543,1,55,147,1,4,6,20240509,20240519,20240512,5,48.64,243.2,0.0,23.6,118.0,243.2,20.06,9.13,TRK565992,PO553263
SO10543,2,34,127,3,1,3,20241012,20241016,20241015,1,748.1,748.1,74.81,449.62,449.62,673.29,55.55,22.97,TRK862693,PO177961
SO10543,1,21,84,1,3,5,20250409,20250413,20250415,2,3695.11,7390.22,0.0,2013.24,4026.48,7390.22,609.69,226.42,TRK554429,PO205317
SO10544,4,41,134,3,4,6,20251107,20251110,20251113,1,2407.41,2407.41,240.74,1425.74,1425.74,2166.67,178.75,62.44,TRK330906,PO806056
SO10545,1,34,51,1,1,1,20240710,20240720,20240713,2,748.1,1496.2,0.0,449.62,899.24,1496.2,123.44,20.88,TRK641386,PO998794
SO10546,3,1,55,1,1,2,20250725,20250731,20250731,2,2249.08,4498.16,0.0,1293.6,2587.2,4498.16,371.1,69.02,TRK743173,PO498763
SO10546,4,31,150,1,1,3,20250627,20250702,20250630,3,843.25,2529.75,0.0,496.89,1490.67,2529.75,208.7,89.1,TRK614034,PO935448
SO10546,3,46,101,1,1,2,20240408,20240414,20240409,2,695.66,1391.32,0.0,470.4,940.8,1391.32,114.78,54.11,TRK539976,PO568894
SO10547,4,32,84,1,3,5,20240629,20240709,20240702,3,789.13,2367.39,0.0,500.36,1501.08,2367.39,195.31,70.59,TRK839056,PO234278
SO10548,4,63,124,1,2,4,20240828,20240831,20240831,4,45.08,180.32,0.0,21.38,85.52,180.32,14.88,3.25,TRK163756,PO689569
SO10548,3,34,83,1,1,1,20250204,20250214,20250208,3,748.1,2244.3,0.0,449.62,1348.86,2244.3,185.15,49.29,TRK609089,PO863559
SO10548,2,44,57,2,3,5,20241111,20241121,20241115,3,801.07,2403.21,120.16,461.7,1385.1,2283.05,188.35,37.99,TRK917419,PO755660
SO10548,3,43,29,1,1,1,20240121,20240124,20240128,1,2345.63,2345.63,0.0,1415.45,1415.45,2345.63,193.51,50.14,TRK469833,PO904092
SO10549,4,9,142,1,2,4,20240803,20240811,20240808,3,1576.2,4728.6,0.0,963.57,2890.71,4728.6,390.11,75.44,TRK852689,PO340474
SO10550,1,21,75,1,2,4,20240808,20240814,20240809,1,3695.11,3695.11,0.0,2013.24,2013.24,3695.11,304.85,40.95,TRK625860,PO517267
SO10551,3,6,125,1,1,2,20240125,20240131,20240131,1,2100.96,2100.96,0.0,1401.2,1401.2,2100.96,173.33,69.69,TRK886343,PO229648
SO10551,4,52,97,2,1,1,20241003,20241007,20241004,2,21.61,43.22,2.16,8.05,16.1,41.06,3.39,0.5,TRK121133,PO115457
SO10552,3,20,139,2,4,6,20250204,20250210,20250211,1,3785.07,3785.07,189.25,2197.87,2197.87,3595.82,296.66,101.3,TRK545804,PO637243
SO10553,4,39,6,1,1,2,20240412,20240419,20240418,1,2542.13,2542.13,0.0,1472.24,1472.24,2542.13,209.73,69.36,TRK197582,PO333049
SO10554,4,36,105,1,1,2,20250630,20250706,20250704,2,745.84,1491.68,0.0,520.44,1040.88,1491.68,123.06,15.69,TRK490843,PO899749
SO10555,1,14,140,1,4,6,20240126,20240204,20240202,2,504.81,1009.62,0.0,290.0,580.0,1009.62,83.29,17.13,TRK774044,PO425698
SO10556,2,19,86,4,1,1,20240407,20240412,20240409,3,3766.58,11299.74,1694.96,2212.17,6636.51,9604.78,792.39,345.24,TRK187963,PO248195
SO10557,3,61,104,2,2,4,20250803,20250809,20250804,4,51.06,204.24,10.21,22.14,88.56,194.03,16.01,6.41,TRK876482,PO454280
SO10557,4,5,39,1,3,5,20250905,20250914,20250912,1,2172.52,2172.52,0.0,1294.67,1294.67,2172.52,179.23,22.09,TRK672091,PO624094
SO10558,2,31,81,1,1,1,20250509,20250513,20250510,1,843.25,843.25,0.0,496.89,496.89,843.25,69.57,19.2,TRK893653,PO114286
SO10559,4,67,42,1,3,5,20240721,20240731,20240728,5,68.93,344.65,0.0,28.93,144.65,344.65,28.43,13.5,TRK619238,PO279015
SO10560,3,63,135,2,1,1,20250714,20250723,20250718,2,45.08,90.16,4.51,21.38,42.76,85.65,7.07,0.88,TRK854914,PO809553
SO10560,3,67,70,1,1,1,20250115,20250120,20250117,2,68.93,137.86,0.0,28.93,57.86,137.86,11.37,2.58,TRK644609,PO733882
SO10560,1,61,65,1,2,4,20241204,20241209,20241206,3,51.06,153.18,0.0,22.14,66.42,153.18,12.64,3.94,TRK433120,PO536525
SO10560,4,20,46,1,2,4,20240106,20240113,20240112,2,3785.07,7570.14,0.0,2197.87,4395.74,7570.14,624.54,118.32,TRK447115,PO199315
SO10560,3,60,16,1,4,6,20241224,20241230,20241227,4,49.85,199.4,0.0,20.78,83.12,199.4,16.45,5.76,TRK397992,PO960623
SO10560,1,40,110,1,1,3,20250216,20250223,20250221,1,2294.32,2294.32,0.0,1421.92,1421.92,2294.32,189.28,60.18,TRK721427,PO259825
SO10561,4,28,27,1,4,6,20250731,20250804,20250802,1,2500.86,2500.86,0.0,1544.51,1544.51,2500.86,206.32,84.8,TRK446198,PO703618
SO10562,2,61,71,1,4,6,20240825,20240831,20240826,2,51.06,102.12,0.0,22.14,44.28,102.12,8.42,3.87,TRK272824,PO598560
SO10563,4,42,1,3,2,4,20240223,20240228,20240228,1,2416.26,2416.26,241.63,1576.33,1576.33,2174.63,179.41,74.41,TRK442978,PO417255
SO10564,3,16,129,1,4,6,20250121,20250130,20250127,1,566.54,566.54,0.0,321.39,321.39,566.54,46.74,13.73,TRK656464,PO181998
SO10564,3,22,55,3,1,2,20240526,20240604,20240531,3,3422.23,10266.69,1026.67,2097.84,6293.52,9240.02,762.3,214.82,TRK818660,PO226080
SO10564,4,56,143,1,4,6,20240126,20240203,20240202,5,51.95,259.75,0.0,21.17,105.85,259.75,21.43,6.23,TRK324164,PO746944
SO10565,3,25,144,1,1,3,20240111,20240117,20240115,2,2496.04,4992.08,0.0,1485.17,2970.34,4992.08,411.85,103.98,TRK444406,PO198679
SO10566,4,33,95,3,3,5,20250913,20250920,20250914,2,824.9,1649.8,164.98,507.46,1014.92,1484.82,122.5,43.68,TRK146050,PO829283
SO10567,4,36,65,1,2,4,20250808,20250811,20250815,3,745.84,2237.52,0.0,520.44,1561.32,2237.52,184.6,70.57,TRK614117,PO282212
SO10567,2,70,122,1,1,2,20240130,20240204,20240205,1,36.49,36.49,0.0,13.17,13.17,36.49,3.01,1.17,TRK186847,PO539953
SO10568,2,8,31,1,2,4,20240304,20240312,20240305,2,1689.57,3379.14,0.0,956.83,1913.66,3379.14,278.78,120.76,TRK786927,PO743829
SO10569,1,43,5,3,2,4,20241120,20241125,20241125,3,2345.63,7036.89,703.69,1415.45,4246.35,6333.2,522.49,200.53,TRK796773,PO522757
SO10570,1,8,107,1,4,6,20250528,20250602,20250603,1,1689.57,1689.57,0.0,956.83,956.83,1689.57,139.39,30.41,TRK388909,PO738088
SO10571,4,65,51,1,1,1,20240104,20240111,20240107,3,68.94,206.82,0.0,28.43,85.29,206.82,17.06,5.55,TRK695772,PO976720
